,year,epiweek,geo_code,hhs,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness
1484,2018,1,NE,7,5.26,0.23,10.97,3.16,4.99,4.87,3.86,5.36,0.76,1.54,1.8,0.23,0.19,0.36
1485,2018,2,NE,7,5.59,0.24,10.43,2.97,4.91,5.43,3.63,5.08,0.71,1.52,1.68,0.23,0.2,0.44
1486,2018,3,NE,7,6.38,0.26,11.29,2.99,4.84,5.67,3.94,5.27,0.81,1.62,1.73,0.24,0.23,0.42
1487,2018,4,NE,7,6.65,0.28,11.97,3.06,4.97,6.1,3.79,5.15,0.9,1.65,1.82,0.25,0.2,0.48
1488,2018,5,NE,7,7.36,0.3,12.99,3.15,5.03,6.54,4.19,5.34,0.85,1.78,1.75,0.31,0.28,0.5
1489,2018,6,NE,7,7.18,0.29,12.57,3.39,4.82,6.12,4.12,5.5,0.92,1.74,1.78,0.26,0.22,0.53
1490,2018,7,NE,7,6.65,0.33,10.86,3.34,4.97,5.75,3.88,5.11,0.92,1.7,1.77,0.28,0.2,0.55
1491,2018,8,NE,7,5.77,0.24,9.6,3.1,4.88,5.48,3.84,5.26,0.83,1.7,1.83,0.27,0.22,0.42
1492,2018,9,NE,7,5.36,0.24,8.55,2.97,4.96,5.52,3.58,5.07,0.84,1.67,1.79,0.3,0.2,0.45
1493,2018,10,NE,7,4.82,0.22,7.88,2.74,4.8,5.5,3.44,5.21,0.79,1.6,1.79,0.25,0.19,0.5
1494,2018,11,NE,7,4.54,0.18,7.17,2.69,4.78,5.5,3.45,5.39,0.81,1.55,1.83,0.25,0.23,0.45
1495,2018,12,NE,7,4.39,0.12,6.56,2.57,4.77,5.72,3.41,5.35,0.78,1.56,1.85,0.25,0.26,0.56
1496,2018,13,NE,7,4.07,0.14,6.24,2.54,4.92,5.5,3.39,5.36,0.76,1.53,1.76,0.25,0.2,0.43
1497,2018,14,NE,7,3.99,0.13,6.12,2.5,4.91,5.37,3.45,5.46,0.9,1.55,1.77,0.26,0.18,0.44
1498,2018,15,NE,7,3.8,0.14,5.81,2.49,4.94,5.32,3.29,5.48,0.77,1.47,1.85,0.28,0.2,0.44
1499,2018,16,NE,7,3.93,0.1,5.62,2.5,4.93,5.32,3.28,5.73,0.85,1.53,1.77,0.31,0.25,0.52
1500,2018,17,NE,7,3.92,0.12,5.28,2.28,4.6,5.62,3.29,5.46,0.72,1.4,1.78,0.31,0.22,0.51
1501,2018,18,NE,7,3.45,0.1,4.87,2.11,4.51,5.04,3.13,5.12,0.71,1.37,1.75,0.25,0.18,0.47
1502,2018,19,NE,7,3.52,0.12,4.75,2.05,4.32,5.08,2.94,5.05,0.66,1.3,1.77,0.23,0.22,0.45
1503,2018,20,NE,7,3.73,0.11,4.63,2.07,4.51,5.03,2.83,4.98,0.68,1.69,1.72,0.27,0.2,0.49
1504,2018,21,NE,7,3.66,0.07,4.74,2.17,4.57,4.98,2.97,5.04,0.71,1.36,1.79,0.24,0.17,0.51
1505,2018,22,NE,7,3.54,0.1,4.74,2.08,4.46,5.07,2.98,5.08,0.73,1.35,1.84,0.24,0.17,0.51
1506,2018,23,NE,7,3.54,0.07,4.44,2.06,4.51,5.29,2.98,5.22,0.72,1.41,1.81,0.23,0.16,0.45
1507,2018,24,NE,7,3.54,0.11,4.29,1.99,4.57,5.28,2.98,5.25,0.67,1.35,1.86,0.29,0.21,0.48
1508,2018,25,NE,7,3.63,0.1,3.99,1.93,4.71,5.31,2.87,4.99,0.72,1.39,1.91,0.28,0.2,0.51
1509,2018,26,NE,7,4.13,0.11,3.96,2.08,4.76,5.13,3.03,5.22,0.7,1.4,1.99,0.24,0.25,0.43
1510,2018,27,NE,7,4.16,0.07,3.96,2.04,4.72,5.4,3.04,5.63,0.71,1.39,1.8,0.25,0.18,0.5
1511,2018,28,NE,7,3.99,0.13,4.11,2.12,4.97,5.57,3.07,5.74,0.73,1.4,1.95,0.24,0.22,0.46
1512,2018,29,NE,7,3.92,0.08,4.2,2.04,4.98,5.45,3.05,5.76,0.61,1.48,1.95,0.25,0.19,0.47
1513,2018,30,NE,7,3.84,0.12,4.08,2.06,4.87,5.58,2.94,5.71,0.78,1.43,1.97,0.24,0.2,0.54
1514,2018,31,NE,7,3.71,0.1,4.17,1.98,4.92,5.17,2.94,5.45,0.72,1.41,1.83,0.24,0.16,0.5
1515,2018,32,NE,7,3.87,0.12,4.12,1.9,5.07,5.35,2.88,5.09,0.69,1.42,1.92,0.26,0.21,0.49
1516,2018,33,NE,7,3.85,0.11,4.28,1.98,4.75,5.28,2.85,4.9,0.64,1.36,1.75,0.29,0.22,0.45
1517,2018,34,NE,7,4.28,0.14,4.98,2.23,4.66,5.1,2.77,4.79,0.68,1.31,1.74,0.24,0.17,0.47
1518,2018,35,NE,7,5.1,0.15,6.15,2.68,4.72,5.03,2.9,4.71,0.77,1.35,1.78,0.25,0.19,0.52
1519,2018,36,NE,7,4.97,0.16,6.7,2.6,4.82,5.12,2.88,4.88,0.76,1.49,1.71,0.3,0.21,0.46
1520,2018,37,NE,7,5.44,0.15,6.74,2.52,4.99,5.47,2.98,5.02,0.8,1.46,1.85,0.26,0.25,0.52
1521,2018,38,NE,7,5.54,0.14,6.51,2.46,5.0,5.39,2.88,4.86,0.78,1.51,1.8,0.32,0.2,0.59
1522,2018,39,NE,7,4.49,0.11,6.85,2.43,4.95,5.16,2.94,4.79,0.73,1.42,1.73,0.27,0.2,0.54
1523,2018,40,NE,7,4.28,0.13,6.62,2.53,4.88,5.39,2.91,4.62,0.84,1.47,1.78,0.24,0.23,0.5
1524,2018,41,NE,7,4.24,0.12,7.11,2.72,4.86,5.26,2.95,4.54,0.83,1.53,1.69,0.3,0.24,0.45
1525,2018,42,NE,7,4.36,0.2,7.59,2.82,5.18,5.8,3.1,4.77,0.82,1.47,1.78,0.3,0.2,0.54
1526,2018,43,NE,7,4.52,0.13,7.8,2.73,5.25,5.71,3.25,4.9,0.85,1.57,1.83,0.31,0.23,0.48
1527,2018,44,NE,7,4.35,0.16,7.58,2.82,5.03,5.53,3.25,4.84,0.83,1.52,1.73,0.28,0.2,0.45
1528,2018,45,NE,7,4.23,0.12,7.52,2.78,4.91,5.18,3.26,4.9,0.81,1.5,1.67,0.31,0.25,0.41
1529,2018,46,NE,7,4.29,0.15,7.85,2.87,4.99,5.31,3.87,5.22,0.75,1.52,1.78,0.26,0.25,0.45
1530,2018,47,NE,7,4.38,0.13,7.47,2.81,4.63,4.73,3.66,5.2,0.7,1.48,1.61,0.21,0.2,0.44
1531,2018,48,NE,7,4.54,0.12,7.83,2.79,5.0,5.21,3.59,5.09,0.8,1.55,1.7,0.28,0.21,0.48
1532,2018,49,NE,7,4.6,0.16,7.96,2.83,4.96,5.18,3.77,5.25,0.8,1.51,1.76,0.27,0.21,0.47
1533,2018,50,NE,7,4.93,0.23,8.41,3.06,4.94,5.38,4.37,5.74,0.8,1.55,1.79,0.27,0.26,0.51
1534,2018,51,NE,7,5.77,0.22,10.0,3.62,4.82,4.96,4.25,5.52,0.76,1.57,1.61,0.26,0.22,0.43
1535,2018,52,NE,7,6.92,0.3,12.58,4.15,5.08,4.95,5.03,6.04,0.75,1.64,1.7,0.23,0.18,0.36
1536,2019,1,NE,7,6.28,0.26,12.12,3.84,5.61,5.72,4.44,5.9,0.85,1.9,2.01,0.27,0.15,0.39
1537,2018,1,NV,9,6.32,0.26,13.51,3.72,5.16,4.99,4.11,5.34,0.79,1.45,1.8,0.22,0.2,0.38
1538,2018,2,NV,9,5.38,0.2,11.53,3.19,4.8,5.03,3.59,4.75,0.79,1.45,1.67,0.21,0.21,0.41
1539,2018,3,NV,9,5.09,0.2,10.18,2.85,4.79,5.32,3.38,4.69,0.76,1.45,1.79,0.25,0.21,0.41
1540,2018,4,NV,9,5.32,0.21,10.25,2.77,4.73,5.48,3.31,4.6,0.78,1.45,1.79,0.25,0.21,0.42
1541,2018,5,NV,9,5.52,0.22,10.56,2.96,4.71,5.65,3.43,4.74,0.79,1.61,1.74,0.27,0.22,0.38
1542,2018,6,NV,9,5.35,0.17,10.28,3.1,4.69,5.53,3.62,4.95,0.85,1.61,1.74,0.24,0.22,0.43
1543,2018,7,NV,9,4.97,0.22,9.71,2.81,4.42,5.09,3.35,4.47,0.8,1.51,1.7,0.25,0.18,0.42
1544,2018,8,NV,9,4.44,0.16,8.79,2.71,4.41,5.08,3.25,4.52,0.8,1.5,1.72,0.29,0.22,0.43
1545,2018,9,NV,9,4.58,0.15,8.26,2.77,4.56,5.1,3.26,4.61,0.76,1.57,1.72,0.24,0.23,0.45
1546,2018,10,NV,9,4.42,0.13,7.71,2.71,4.71,5.18,3.26,4.66,0.82,1.51,1.85,0.25,0.19,0.46
1547,2018,11,NV,9,4.12,0.15,7.13,2.62,4.55,5.18,3.18,4.63,0.78,1.5,1.77,0.25,0.22,0.48
1548,2018,12,NV,9,3.97,0.14,6.84,2.64,4.49,5.16,3.16,4.55,0.78,1.44,1.74,0.26,0.19,0.48
1549,2018,13,NV,9,3.78,0.16,6.53,2.53,4.63,5.03,3.21,4.78,0.77,1.44,1.85,0.2,0.2,0.46
1550,2018,14,NV,9,3.74,0.12,6.1,2.42,4.55,5.29,3.26,4.74,0.79,1.44,1.82,0.28,0.19,0.44
1551,2018,15,NV,9,3.66,0.12,5.79,2.32,4.62,5.12,3.08,4.69,0.77,1.35,1.85,0.26,0.22,0.43
1552,2018,16,NV,9,3.65,0.16,5.64,2.31,4.47,5.14,3.31,4.96,0.75,1.4,1.81,0.26,0.25,0.47
1553,2018,17,NV,9,3.77,0.15,5.57,2.49,4.59,5.5,3.3,4.98,0.75,1.34,1.87,0.28,0.23,0.5
1554,2018,18,NV,9,3.58,0.13,5.49,2.37,4.57,5.15,3.28,4.9,0.78,1.46,1.89,0.26,0.24,0.46
1555,2018,19,NV,9,3.67,0.1,5.33,2.36,4.55,5.29,3.25,4.92,0.78,1.39,1.86,0.23,0.22,0.47
1556,2018,20,NV,9,3.54,0.11,5.21,2.35,4.65,5.19,3.33,4.98,0.7,1.73,1.75,0.24,0.2,0.45
1557,2018,21,NV,9,3.48,0.09,5.02,2.37,4.57,5.13,3.34,4.9,0.71,1.38,1.87,0.24,0.21,0.47
1558,2018,22,NV,9,3.4,0.11,4.98,2.33,4.62,5.14,3.32,4.96,0.71,1.34,1.8,0.26,0.21,0.45
1559,2018,23,NV,9,3.28,0.09,4.66,2.14,4.57,5.27,3.26,5.05,0.71,1.37,1.9,0.27,0.21,0.46
1560,2018,24,NV,9,3.29,0.11,4.4,2.02,4.45,5.27,3.26,5.16,0.71,1.31,1.9,0.27,0.21,0.41
1561,2018,25,NV,9,3.18,0.09,4.06,1.87,4.71,5.23,3.29,5.12,0.71,1.4,1.9,0.25,0.24,0.46
1562,2018,26,NV,9,3.18,0.08,3.96,1.88,4.65,5.24,3.24,5.05,0.69,1.4,1.97,0.21,0.22,0.45
1563,2018,27,NV,9,3.14,0.08,3.72,1.78,4.54,5.12,3.83,5.68,0.65,1.34,1.9,0.24,0.22,0.42
1564,2018,28,NV,9,3.01,0.1,3.69,1.7,4.6,5.29,3.29,5.25,0.69,1.39,1.88,0.26,0.22,0.47
1565,2018,29,NV,9,2.98,0.07,3.66,1.8,4.66,5.3,3.2,5.15,0.74,1.44,1.91,0.23,0.26,0.48
1566,2018,30,NV,9,3.5,0.1,3.61,1.79,4.75,5.26,3.22,5.43,0.68,1.42,2.0,0.25,0.19,0.49
1567,2018,31,NV,9,3.12,0.1,3.64,1.79,4.59,5.13,3.06,5.32,0.68,1.38,2.03,0.27,0.21,0.46
1568,2018,32,NV,9,2.91,0.08,3.63,1.75,4.57,5.12,3.09,4.93,0.69,1.35,1.88,0.22,0.21,0.44
1569,2018,33,NV,9,3.17,0.1,3.9,1.91,4.6,5.31,2.99,4.9,0.69,1.45,1.87,0.26,0.22,0.47
1570,2018,34,NV,9,3.36,0.1,4.54,2.24,4.69,5.16,3.03,4.69,0.65,1.34,1.81,0.21,0.22,0.46
1571,2018,35,NV,9,3.52,0.11,5.45,2.56,4.66,5.12,3.03,4.74,0.7,1.37,1.84,0.22,0.25,0.46
1572,2018,36,NV,9,3.46,0.1,5.58,2.36,4.68,5.21,3.11,4.78,0.69,1.39,1.87,0.29,0.2,0.46
1573,2018,37,NV,9,3.42,0.11,5.41,2.25,4.56,5.23,3.38,4.91,0.74,1.42,1.8,0.32,0.22,0.51
1574,2018,38,NV,9,3.55,0.09,5.26,2.12,4.75,5.38,3.3,4.84,0.71,1.47,1.84,0.28,0.21,0.5
1575,2018,39,NV,9,3.44,0.1,5.47,2.09,4.86,5.38,3.33,4.76,0.78,1.44,1.83,0.3,0.19,0.47
1576,2018,40,NV,9,3.48,0.11,5.14,1.97,4.69,5.06,3.14,4.67,0.74,1.46,1.79,0.27,0.22,0.44
1577,2018,41,NV,9,3.75,0.11,5.49,2.15,4.76,5.38,3.18,4.72,0.77,1.45,1.83,0.29,0.23,0.47
1578,2018,42,NV,9,3.79,0.12,5.97,2.18,4.74,5.49,3.16,4.55,0.8,1.44,1.79,0.28,0.21,0.48
1579,2018,43,NV,9,4.03,0.1,6.21,2.3,4.88,5.33,3.27,4.65,0.76,1.47,1.89,0.31,0.23,0.49
1580,2018,44,NV,9,3.86,0.14,6.29,2.42,4.73,5.1,3.3,4.59,0.76,1.34,1.79,0.24,0.23,0.45
1581,2018,45,NV,9,3.83,0.12,6.69,2.42,4.62,4.95,3.21,4.62,0.76,1.39,1.7,0.3,0.21,0.42
1582,2018,46,NV,9,3.99,0.11,7.69,2.57,4.69,4.93,3.92,5.15,0.72,1.4,1.75,0.28,0.25,0.45
1583,2018,47,NV,9,3.98,0.14,7.45,2.7,4.57,4.55,3.62,5.22,0.78,1.46,1.68,0.21,0.2,0.38
1584,2018,48,NV,9,4.25,0.13,7.86,2.84,4.83,5.05,3.58,4.87,0.78,1.5,1.8,0.26,0.24,0.46
1585,2018,49,NV,9,4.2,0.15,8.01,2.71,4.76,4.97,3.54,4.8,0.8,1.5,1.74,0.29,0.21,0.44
1586,2018,50,NV,9,4.43,0.15,8.35,2.99,4.82,5.08,3.63,4.72,0.8,1.5,1.81,0.28,0.25,0.45
1587,2018,51,NV,9,4.76,0.14,8.91,3.24,4.68,4.85,3.61,4.72,0.75,1.5,1.72,0.26,0.23,0.41
1588,2018,52,NV,9,5.1,0.21,10.13,3.49,4.69,4.54,3.87,4.96,0.72,1.48,1.67,0.24,0.19,0.34
1589,2019,1,NV,9,4.87,0.16,10.54,3.43,5.06,5.09,3.92,4.98,0.79,1.66,1.77,0.25,0.19,0.35
1590,2018,1,NH,1,5.0,0.22,10.47,3.12,4.79,4.87,3.75,5.41,0.79,1.49,1.68,0.28,0.17,0.37
1591,2018,2,NH,1,5.24,0.23,10.81,2.93,4.85,6.0,3.83,5.38,0.82,1.61,1.78,0.29,0.23,0.47
1592,2018,3,NH,1,6.13,0.22,12.02,2.8,5.23,6.18,4.03,5.45,0.81,1.62,1.86,0.27,0.22,0.42
1593,2018,4,NH,1,6.89,0.27,13.13,2.92,5.24,6.63,3.83,5.24,0.84,1.63,1.96,0.31,0.17,0.47
1594,2018,5,NH,1,8.33,0.33,16.0,3.2,5.14,7.23,4.77,5.68,0.9,1.75,1.82,0.31,0.16,0.48
1595,2018,6,NH,1,7.93,0.39,14.29,3.31,5.28,6.84,4.69,6.1,0.91,1.94,1.87,0.3,0.2,0.53
1596,2018,7,NH,1,7.43,0.36,12.85,3.13,5.29,6.42,4.39,5.52,0.87,1.77,1.97,0.32,0.19,0.53
1597,2018,8,NH,1,6.29,0.3,11.01,3.02,5.36,6.22,3.86,5.55,0.93,1.76,2.05,0.28,0.17,0.58
1598,2018,9,NH,1,5.24,0.23,9.23,2.84,5.36,6.14,3.66,5.39,0.94,1.95,2.05,0.32,0.28,0.63
1599,2018,10,NH,1,4.44,0.2,7.38,2.35,4.92,5.75,3.21,5.0,0.83,1.72,1.97,0.27,0.23,0.53
1600,2018,11,NH,1,3.96,0.17,6.57,2.29,4.85,5.55,3.21,4.82,0.77,1.64,1.84,0.27,0.2,0.48
1601,2018,12,NH,1,4.14,0.16,6.62,2.5,4.98,5.94,3.4,5.08,0.89,1.55,2.01,0.24,0.21,0.55
1602,2018,13,NH,1,4.1,0.18,6.82,2.57,4.93,5.98,3.31,4.93,0.85,1.56,1.94,0.29,0.24,0.54
1603,2018,14,NH,1,4.01,0.11,6.68,2.69,4.97,5.92,3.26,5.05,0.8,1.52,1.92,0.3,0.18,0.54
1604,2018,15,NH,1,4.18,0.18,6.8,2.59,5.08,5.91,3.25,5.03,0.79,1.55,2.04,0.29,0.24,0.52
1605,2018,16,NH,1,3.94,0.16,6.67,2.72,5.08,5.79,3.22,5.21,0.94,1.49,1.99,0.28,0.22,0.49
1606,2018,17,NH,1,3.99,0.14,6.29,2.44,5.23,6.06,3.33,5.29,0.89,1.62,2.03,0.3,0.24,0.47
1607,2018,18,NH,1,3.61,0.12,5.38,2.18,4.8,5.55,2.98,5.11,0.78,1.51,1.94,0.22,0.22,0.47
1608,2018,19,NH,1,4.43,0.12,5.12,2.11,4.42,5.44,2.87,4.81,0.77,1.43,1.79,0.28,0.19,0.46
1609,2018,20,NH,1,3.71,0.12,5.02,2.08,4.7,5.5,2.83,4.7,0.71,1.73,1.88,0.25,0.17,0.52
1610,2018,21,NH,1,3.58,0.14,5.1,2.19,4.57,5.59,2.69,4.64,0.78,1.4,1.79,0.3,0.22,0.55
1611,2018,22,NH,1,3.57,0.19,5.25,2.12,4.32,5.27,2.78,4.86,0.72,1.38,1.84,0.28,0.17,0.52
1612,2018,23,NH,1,3.37,0.07,5.37,1.95,4.35,5.37,2.64,5.0,0.77,1.33,1.8,0.28,0.22,0.52
1613,2018,24,NH,1,3.17,0.12,5.05,2.14,4.47,5.46,2.68,4.88,0.69,1.38,1.81,0.29,0.2,0.56
1614,2018,25,NH,1,3.17,0.09,4.93,1.98,4.67,5.34,2.71,5.04,0.66,1.34,1.91,0.24,0.22,0.45
1615,2018,26,NH,1,3.49,0.11,4.51,2.0,4.68,5.39,2.88,5.21,0.76,1.43,2.06,0.22,0.18,0.5
1616,2018,27,NH,1,3.85,0.11,3.81,1.83,4.48,5.04,3.09,5.59,0.73,1.4,1.99,0.22,0.16,0.4
1617,2018,28,NH,1,3.6,0.1,3.79,1.86,4.79,5.65,3.02,5.98,0.72,1.42,2.1,0.27,0.29,0.52
1618,2018,29,NH,1,3.26,0.09,3.68,1.76,4.81,5.5,3.0,5.57,0.71,1.5,2.08,0.28,0.2,0.5
1619,2018,30,NH,1,3.88,0.12,3.59,1.76,4.75,5.61,3.11,6.04,0.72,1.42,2.06,0.32,0.19,0.54
1620,2018,31,NH,1,3.66,0.15,3.62,1.83,4.91,5.5,3.02,5.93,0.78,1.33,2.03,0.27,0.2,0.49
1621,2018,32,NH,1,3.39,0.09,3.67,1.84,4.92,5.58,2.99,5.58,0.73,1.49,2.11,0.32,0.21,0.46
1622,2018,33,NH,1,3.71,0.14,3.68,1.86,4.99,5.64,3.04,5.57,0.69,1.58,2.08,0.27,0.19,0.48
1623,2018,34,NH,1,4.14,0.16,3.99,1.84,4.84,5.39,2.99,5.31,0.69,1.37,2.04,0.3,0.14,0.49
1624,2018,35,NH,1,4.27,0.12,4.3,1.76,4.7,5.41,2.85,5.11,0.75,1.37,1.94,0.24,0.23,0.46
1625,2018,36,NH,1,3.78,0.12,4.7,2.06,4.6,5.37,2.79,5.14,0.77,1.46,1.9,0.33,0.22,0.46
1626,2018,37,NH,1,4.17,0.18,5.74,2.35,4.68,5.66,2.93,4.92,0.81,1.54,1.84,0.25,0.16,0.54
1627,2018,38,NH,1,4.41,0.16,6.63,2.51,4.8,5.73,2.98,4.8,0.87,1.48,1.88,0.32,0.17,0.43
1628,2018,39,NH,1,4.17,0.16,7.85,2.59,4.88,5.52,2.95,4.67,0.84,1.53,1.79,0.29,0.16,0.47
1629,2018,40,NH,1,4.04,0.12,7.35,2.32,4.87,5.52,2.85,4.54,0.86,1.53,1.82,0.3,0.19,0.55
1630,2018,41,NH,1,3.95,0.13,6.93,2.3,5.04,5.5,2.98,4.7,0.89,1.59,1.94,0.35,0.21,0.56
1631,2018,42,NH,1,4.09,0.2,7.38,2.34,4.93,5.84,2.87,4.75,0.89,1.56,1.77,0.28,0.32,0.46
1632,2018,43,NH,1,4.22,0.14,7.5,2.37,5.01,5.72,3.0,4.53,0.83,1.55,1.81,0.32,0.25,0.46
1633,2018,44,NH,1,3.97,0.15,7.61,2.47,4.97,5.67,2.87,4.56,0.82,1.49,1.88,0.39,0.2,0.49
1634,2018,45,NH,1,4.04,0.13,7.65,2.63,5.07,5.65,2.94,4.7,0.84,1.5,1.79,0.3,0.18,0.48
1635,2018,46,NH,1,3.89,0.15,8.01,2.67,4.94,5.48,3.26,4.73,0.78,1.5,1.74,0.3,0.28,0.42
1636,2018,47,NH,1,4.03,0.16,7.97,2.48,4.61,4.97,3.06,4.99,0.77,1.56,1.76,0.23,0.23,0.39
1637,2018,48,NH,1,4.24,0.14,7.86,2.65,5.09,5.68,3.22,4.93,0.91,1.62,1.86,0.32,0.25,0.43
1638,2018,49,NH,1,4.23,0.19,8.06,2.63,4.96,5.55,3.29,4.95,0.85,1.62,1.75,0.33,0.27,0.46
1639,2018,50,NH,1,4.45,0.14,8.33,2.82,4.75,5.7,3.59,5.1,0.85,1.57,1.86,0.29,0.25,0.55
1640,2018,51,NH,1,4.72,0.19,9.0,2.97,4.82,5.27,3.82,5.28,0.92,1.62,1.76,0.3,0.17,0.44
1641,2018,52,NH,1,5.28,0.2,10.65,3.44,4.91,5.16,4.61,6.02,0.91,1.73,1.79,0.3,0.21,0.43
1642,2019,1,NH,1,5.26,0.17,10.97,3.17,5.52,5.82,4.33,6.04,0.92,1.94,1.98,0.32,0.19,0.43
1643,2018,1,NJ,2,4.6,0.2,9.86,2.8,4.29,4.34,3.7,4.7,0.65,1.36,1.48,0.25,0.17,0.35
1644,2018,2,NJ,2,4.59,0.21,9.23,2.55,4.28,4.88,3.43,4.53,0.69,1.35,1.54,0.26,0.2,0.41
1645,2018,3,NJ,2,5.38,0.25,10.34,2.54,4.36,5.19,3.48,4.54,0.68,1.39,1.58,0.28,0.21,0.43
1646,2018,4,NJ,2,6.37,0.3,12.19,2.7,4.38,5.69,3.52,4.58,0.76,1.43,1.67,0.27,0.2,0.46
1647,2018,5,NJ,2,7.07,0.32,13.22,2.84,4.3,5.96,3.72,4.66,0.74,1.49,1.62,0.28,0.2,0.44
1648,2018,6,NJ,2,7.04,0.36,13.21,3.06,4.4,5.77,3.88,4.83,0.77,1.56,1.65,0.26,0.21,0.45
1649,2018,7,NJ,2,6.5,0.34,11.85,2.85,4.36,5.47,3.61,4.4,0.77,1.5,1.66,0.26,0.2,0.48
1650,2018,8,NJ,2,5.13,0.26,9.1,2.5,4.48,5.26,3.27,4.39,0.77,1.49,1.73,0.27,0.21,0.47
1651,2018,9,NJ,2,4.07,0.19,7.13,2.35,4.26,5.0,2.83,4.16,0.74,1.52,1.63,0.28,0.21,0.46
1652,2018,10,NJ,2,3.69,0.15,6.26,2.22,4.07,4.64,2.69,4.05,0.7,1.41,1.59,0.25,0.2,0.43
1653,2018,11,NJ,2,3.58,0.14,5.86,2.24,4.1,4.92,2.68,4.17,0.69,1.35,1.63,0.27,0.19,0.46
1654,2018,12,NJ,2,3.49,0.14,5.81,2.25,4.06,4.74,2.71,4.17,0.71,1.35,1.54,0.26,0.2,0.43
1655,2018,13,NJ,2,3.57,0.14,5.75,2.28,4.17,4.9,2.79,4.18,0.72,1.34,1.59,0.26,0.2,0.45
1656,2018,14,NJ,2,3.49,0.14,5.77,2.19,4.32,5.05,2.88,4.34,0.76,1.39,1.67,0.25,0.2,0.44
1657,2018,15,NJ,2,3.42,0.13,5.27,2.06,4.26,4.95,2.79,4.47,0.73,1.31,1.7,0.26,0.21,0.46
1658,2018,16,NJ,2,3.38,0.12,5.15,2.13,4.17,4.86,2.72,4.63,0.74,1.33,1.61,0.26,0.2,0.46
1659,2018,17,NJ,2,3.52,0.13,5.08,2.13,4.09,5.14,2.83,4.39,0.7,1.26,1.64,0.26,0.2,0.48
1660,2018,18,NJ,2,3.39,0.13,5.07,2.15,4.06,4.76,2.6,4.32,0.72,1.23,1.63,0.26,0.2,0.46
1661,2018,19,NJ,2,3.25,0.12,5.25,2.12,3.93,4.72,2.53,4.17,0.74,1.22,1.6,0.25,0.22,0.43
1662,2018,20,NJ,2,3.45,0.12,5.22,2.19,4.21,4.51,2.56,4.18,0.69,1.53,1.6,0.24,0.19,0.43
1663,2018,21,NJ,2,3.38,0.13,5.2,2.31,4.08,4.61,2.61,4.21,0.68,1.21,1.57,0.24,0.19,0.44
1664,2018,22,NJ,2,3.28,0.12,4.97,2.17,4.06,4.7,2.61,4.32,0.66,1.22,1.63,0.26,0.18,0.46
1665,2018,23,NJ,2,3.28,0.12,4.75,2.09,4.0,4.79,2.51,4.22,0.65,1.24,1.63,0.26,0.2,0.45
1666,2018,24,NJ,2,3.22,0.12,4.58,2.11,3.99,4.76,2.52,4.23,0.63,1.18,1.58,0.26,0.2,0.44
1667,2018,25,NJ,2,3.15,0.11,4.41,2.02,4.03,4.57,2.61,4.36,0.64,1.18,1.68,0.24,0.19,0.43
1668,2018,26,NJ,2,3.38,0.13,4.24,1.95,4.26,4.7,2.79,4.54,0.65,1.23,1.8,0.22,0.19,0.43
1669,2018,27,NJ,2,3.27,0.12,3.98,1.87,4.19,4.66,2.83,4.86,0.65,1.24,1.81,0.22,0.18,0.43
1670,2018,28,NJ,2,3.33,0.12,3.99,1.85,4.41,5.03,2.76,5.01,0.66,1.27,1.86,0.24,0.21,0.45
1671,2018,29,NJ,2,3.24,0.13,3.8,1.74,4.39,5.01,2.76,4.83,0.68,1.27,1.84,0.24,0.2,0.45
1672,2018,30,NJ,2,3.16,0.12,3.65,1.72,4.52,4.93,2.82,5.17,0.68,1.32,1.86,0.25,0.19,0.45
1673,2018,31,NJ,2,3.31,0.12,3.68,1.76,4.55,4.93,2.8,5.07,0.67,1.32,1.86,0.25,0.19,0.46
1674,2018,32,NJ,2,3.4,0.12,3.75,1.76,4.5,4.89,2.83,4.89,0.67,1.32,1.84,0.23,0.21,0.45
1675,2018,33,NJ,2,3.44,0.12,3.85,1.78,4.51,4.88,2.78,4.79,0.7,1.32,1.84,0.24,0.19,0.45
1676,2018,34,NJ,2,3.34,0.12,4.04,1.77,4.57,4.84,2.81,4.66,0.66,1.31,1.83,0.22,0.19,0.43
1677,2018,35,NJ,2,3.31,0.12,4.07,1.72,4.43,4.74,2.72,4.66,0.67,1.3,1.79,0.23,0.19,0.43
1678,2018,36,NJ,2,3.21,0.12,4.25,1.69,4.18,4.66,2.54,4.38,0.66,1.28,1.66,0.26,0.19,0.43
1679,2018,37,NJ,2,3.43,0.13,4.88,1.94,4.23,4.69,2.47,4.08,0.69,1.28,1.64,0.28,0.2,0.44
1680,2018,38,NJ,2,4.02,0.14,6.13,2.35,4.39,4.81,2.6,4.15,0.74,1.33,1.63,0.28,0.2,0.46
1681,2018,39,NJ,2,3.97,0.14,6.8,2.34,4.31,4.71,2.59,3.93,0.76,1.32,1.62,0.29,0.2,0.44
1682,2018,40,NJ,2,3.88,0.14,6.64,2.25,4.31,4.91,2.56,3.99,0.76,1.32,1.62,0.28,0.2,0.47
